storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5,prompt,generated_conclusion
84a6a46e-e703-45ad-9210-e6c4edec01de,The Marathon Friend,Phil wanted to run a marathon.,Phil tried to run to prepare for the race.,Phil was really struggling with motivation.,Another racer asked Phil to train with him.,Phil was able to prepare for the race and finished the marathon.,Write a concluding sentence for the following story: 'Phil wanted to run a marathon. Phil tried to run to prepare for the race. Phil was really struggling with motivation. Another racer asked Phil to train with him.,"Eventually, with the help of a training partner, Phil found the motivation he needed to pursue his goal of running a marathon."
075cdc56-59df-47f5-9290-a7550bc7a9aa,Soda,I liked drinking soda.,"But, it was too expensive.","So, I decided to make some at home.","Alas, I used the wrong ratios of chemicals.",The soda did not carbonate.,"Write a concluding sentence for the following story: 'I liked drinking soda. But, it was too expensive. So, I decided to make some at home. Alas, I used the wrong ratios of chemicals.","In the end, I realized that sometimes it's better to pay the price for quality soda than to risk making a dangerous mistake."
011c05e5-985f-47bd-9029-104096868a14,Frankie Destroys on Halo,Frankie and his friend Josh were playing Halo online.,The two were losing to the other team.,The pair decides to come up with a plan.,They worked out a sneaky strategy.,"The strategy worked, and Frankie won the game for his team.",Write a concluding sentence for the following story: 'Frankie and his friend Josh were playing Halo online. The two were losing to the other team. The pair decides to come up with a plan. They worked out a sneaky strategy.,"Together, Frankie and Josh executed their plan flawlessly and emerged victorious in the game."
32eced3e-b24c-4837-9284-2bd260cc56ee,Dinner,My husband made chicken for dinner.,The way he makes the chicken is one of my favorite meals.,"However, the chicken didn't look quite cooked through.",We were worried we would get sick.,He put it back in the oven and it came out fine.,"Write a concluding sentence for the following story: 'My husband made chicken for dinner. The way he makes the chicken is one of my favorite meals. However, the chicken didn't look quite cooked through. We were worried we would get sick.","Despite our concerns about the chicken not being fully cooked, we were pleasantly surprised to find that it was delicious and we enjoyed our meal without any issues."
d8abfbb2-6d39-4e72-b590-dc1111f15e81,Treasure,Jill saw a beautiful butterfly in the grille of her dad's car.,She carefully removed the butterfly and pasted it to a card.,Jill gave the card to a teacher that she especially admired.,"When the teacher saw the dead butterfly, she dropped the card.",Jill brought the card home and kept it in a box of treasures.,"Write a concluding sentence for the following story: 'Jill saw a beautiful butterfly in the grille of her dad's car. She carefully removed the butterfly and pasted it to a card. Jill gave the card to a teacher that she especially admired. When the teacher saw the dead butterfly, she dropped the card.",Jill felt disappointed by the teacher's reaction but knew that the butterfly had brought her joy and hoped it would do the same for someone else.
b4ea9b9d-612d-48e2-a9d5-910ade5ec602,In Your Foot,Gina was walking to the bathroom.,"It was late, and the hallway was dark.","She stepped on a hard, sharp toy.","The toy lit up, and played a song.",But all Gina cared about was the pain in her foot.,"Write a concluding sentence for the following story: 'Gina was walking to the bathroom. It was late, and the hallway was dark. She stepped on a hard, sharp toy. The toy lit up, and played a song.","As she continued on her way, Gina couldn't help but smile at the unexpected brightness and joy brought by the toy in the dark hallway."
e209a07a-030c-44f2-b9ef-7aceb954a2d9,tinder,Ronnie was on tinder.,He wanted to meet a new girl.,He got a match and started talking to her.,They scheduled to meet up.,She did not show up.,Write a concluding sentence for the following story: 'Ronnie was on tinder. He wanted to meet a new girl. He got a match and started talking to her. They scheduled to meet up.,"In the end, Ronnie was excited to see where this new connection would take him."
22852a7e-1951-4dc2-a95d-84a80b3505cd,Damages,Lori was watching her aunt's house.,She decided to borrow her new car.,When she was parking she crashed.,She ran right into the garage door.,There were a lot of damages.,Write a concluding sentence for the following story: 'Lori was watching her aunt's house. She decided to borrow her new car. When she was parking she crashed. She ran right into the garage door.,"Unfortunately, Lori's attempt to help out her aunt ended in a costly mistake."
c92eee15-940b-4a7e-9eaf-3ef26d23d28c,The workout plan,David was too skinny and weak.,He decided he would work out every day.,He did 50 push ups everyday.,He did 50 sit ups everyday.,David ended up very strong after 1 year.,Write a concluding sentence for the following story: 'David was too skinny and weak. He decided he would work out every day. He did 50 push ups everyday. He did 50 sit ups everyday.,"After weeks of hard work and dedication, David saw a significant improvement in his strength and physique."
1e3b0123-b727-4e5d-b3b9-820ee3988379,Hungry Eaters,My mom placed a tray of snacks on the table.,All of the kids ran towards the table to eat out the food.,"When I found the tray on the table, it was completely empty.",I decided to refill the tray.,"However, I took the tray into another place.","Write a concluding sentence for the following story: 'My mom placed a tray of snacks on the table. All of the kids ran towards the table to eat out the food. When I found the tray on the table, it was completely empty. I decided to refill the tray.",I knew that seeing the smiles on the kids' faces as they enjoyed the snacks made it all worth it.
4caf8c11-d3d9-4f7c-8edd-3b3770d5a544,Drunk Driving,Nik went out with some friends.,He drank a lot of beers and shots while he was out.,When they were leaving his friend asked him to drive.,Nik drove straight into the capitol building.,He was arrested for drunk driving.,Write a concluding sentence for the following story: 'Nik went out with some friends. He drank a lot of beers and shots while he was out. When they were leaving his friend asked him to drive. Nik drove straight into the capitol building.,"As Nik's reckless decision ended in disaster, he realized the grave consequences of drinking and driving."
895240cf-bbf6-4917-8d2f-d3bb086734c3,Friends,Lydia had a crush on Eric.,"Eric asked Lydia's best friend, Laura, on a date.",Laura knew how Lydia felt about Eric.,Laura turned Eric down.,Lydia and Laura became even closer in their friendship.,"Write a concluding sentence for the following story: 'Lydia had a crush on Eric. Eric asked Lydia's best friend, Laura, on a date. Laura knew how Lydia felt about Eric. Laura turned Eric down.","In the end, loyalty to her friend Lydia triumphed over the potential of a new romantic relationship with Eric."
